category,subcategory,name,current_price,raw_price,likes_count,is_new,id
men,Undershirt,Sous-vêtements amincissants de contrôle du ventre réglable,16.99,39.97,382,False,1626609
men,Shirts,Chemises à manches courtes à rayures,17.99,35.98,275,False,1696680
men,Pyjama,Pyjama confortable en coton et lin,31.35,45.26,140,False,1658681
men,T-Shirts,T-shirt décontracté en coton uni avec poche poitrine,9.99,25.99,2627,False,1650894
men,Shirts,Chemises à poches multicolores,16.99,33.94,6570,False,1644753
men,Pyjama,Plus Pyjama design patchwork taille,23.99,0.0,101,False,1679383
men,Shirts,Chemises Imprimées Branches Vintage,23.09,33.94,3474,False,1649599
men,T-Shirts,T-shirts graphiques Astronaute et Terre,9.99,29.99,1447,False,1685394
men,Shirts,Chemise à imprimé floral en porcelaine pour homme,18.99,37.71,8872,False,1496404
men,Shirts,Chemises 100% coton imprimées pour hommes,20.99,37.71,9211,False,1527110
men,Shirts,Chemises unie Striola Chest Pocket,16.49,28.28,5267,False,1646547
men,T-Shirts,T-shirt 100% coton à col en V de couleur unie,9.99,28.28,788,False,1689337
men,Shirts,Chemise à col montant en lin respirant,16.99,33.99,1040,False,1687607
men,Pyjama,Ensembles de chemises en coton et lin,31.99,60.35,15,True,1715461
men,Shirts,Coton Colorful Chemise à rayures,18.89,35.99,3566,False,1662372
men,Shirts,Chemises à manches courtes imprimées à l'huile florale vintage,19.79,28.28,3542,False,1653022
men,T-Shirts,Mens Sample Cartoon Cat Graphic Casual Cotton Short Sleeve T-Shirt,9.99,28.99,1799,False,1677892
men,Shirts,Chemise patchwork de couleur contrastée,17.99,33.94,2502,False,1680786
men,Shirts,Chemises imprimées de graffitis de dessin animé pour hommes,18.99,33.94,8248,False,1541922
men,Shirts,Chemise patchwork à rayures plantes et feuilles,17.99,33.94,2521,False,1677991
men,Shirts,Chemise patchwork à rayures de paysage,17.99,33.94,1969,False,1677988
men,Shirts,Chemise unie respirante légère,15.74,28.28,2692,False,1662784
men,Shirts,Chemise à col rabattu imprimé peinture chinoise,38.84,59.99,3036,False,1528008
men,Pyjama,Vêtement d'intérieur léger en lin de coton uni,27.99,52.81,195,False,1711299
men,Shirts,Chemises rayées Classic pour hommes ,19.79,33.94,2238,False,1658562
men,Shirts,Chemises lâches à manches courtes style ethnique,20.99,42.99,4623,False,1537191
men,Shirts,Chemise d'impression dégradé de coton ,25.19,37.72,2188,False,1639578
men,T-Shirts,T-shirt décontracté à col rond en coton et lin 8 couleurs,14.99,28.28,1979,False,1654823
men,Boxers & Slips de bain,Tampon en éponge coupe 3D du pénis,8.95,9.8,584,False,1533766
men,T-Shirts,T-shirts en coton brodé Little Cloud,19.99,33.94,1669,False,1651332
men,Shirts,Chemise patchwork à rayures fleuries et colorées,17.99,33.94,1521,False,1677960
men,T-Shirts,99% coton Fun Cartoon Monster Print T-shirts,18.89,28.28,2230,False,1655420
men,Shirts,Chemise 100% coton à double poche,19.99,37.72,775,False,1689342
men,Shirts,Classic Chemise rayée à manches courtes,17.99,33.99,5393,False,1685846
men,Shirts,Chemises à fleurs ethniques pour hommes,21.99,37.71,4879,False,1543563
men,Shirts,Chemises à rayures color block,18.99,33.94,2914,False,1644845
men,Shirts,Chemise à patchwork de rayures de couleur 100% coton,17.99,33.94,1425,False,1677933
men,Shirts,Chemises en velours côtelé uni couleur unie pour hommes,28.59,41.49,4817,False,1580224
men,Shirts,Chemises amples à col montant rayé pour hommes,30.79,51.99,5087,False,1458275
men,T-Shirts,T-shirts imprimés graphiques Sun & Planet,13.99,28.99,932,False,1687412
men,Shirts,Chemise à manches courtes imprimée fleurs,20.99,37.72,2799,False,1525737
men,Shirts,Chemise décontractée de couleur assortie asymétrique,17.99,33.94,1404,False,1689293
men,Shirts,Chemise respirante en lin et coton Colorful,24.14,42.99,3091,False,1649887
men,T-Shirts,T-shirt Eclipse 100% coton Moon,9.99,29.99,2117,False,1672664
men,Shirts,Chemises Patchwork Stripe Contrast Color,21.99,36.15,4779,False,1655112
men,Shirts,Chemise à ourlet incurvé à rayures et imprimé coco,17.99,33.94,1275,False,1677981
men,T-Shirts,T-shirt 100% coton imprimé Surf Avocat,14.99,28.28,149,False,1687662
men,Shorts,Homme Shorts De Plage Été Avec Multi-poches Couleur Unie Pantalons De Cargaison Décontracté En Coton,45.14,68.99,735,False,1157870
men,Suits,Deux Pièces Robe De Mariage D'affaires Blazer Costume & Pantalon,109.99,187.99,555,False,1177802
men,Shirts,Colorful Chemise imprimée à rayures,19.99,37.72,473,False,1683640
men,Shirts,Chemises de couleur unie en velours côtelé,19.99,39.99,44,False,1712044
men,T-Shirts,T-shirt imprimé banane,14.99,28.99,222,False,1678605
men,Shirts,Chemise 100% coton couleur unie avec boucle cachée,19.99,37.72,194,False,1679111
men,Suits,Costumes trois pièces pour hommes,191.39,332.99,459,False,1249896
men,Pyjama,Ensembles de pyjamas d'impression d'ananas,27.99,52.81,312,False,1675679
men,Shirts,Chemise imprimée unie couleur bonbon,17.99,33.94,282,False,1676845
men,Shirts,Chemise imprimée graffiti dessin animé 3D,24.14,39.99,237,False,1667377
men,Shirts,Chemise décontractée à rayures rouges et bleues,19.99,37.72,684,False,1645817
men,Shirts,Chemises respirantes en patchwork de couleurs contrastées,25.29,37.71,817,False,1666999
men,Hoodies,Sweat à capuche zippé sport pour homme,35.19,51.99,120,False,1617384
men,Boxers & Slips de bain,Maillot de bain rétro à imprimé fleur noir à séchage rapide,15.99,33.42,246,False,1444229
men,Pyjama,Rayure en deux pièces Soft Coordonnés,24.99,52.81,359,False,1674845
men,Shirts,Chemise patchwork de style ethnique,17.99,33.99,269,False,1677667
men,Shirts,Chemises patchwork en velours côtelé,23.99,47.99,63,True,1714992
men,Shirts,Colorful Chemise à imprimé papillon,19.99,37.72,276,False,1676793
men,Shirts,Chemises décontractées multicolores à imprimé chat,19.99,39.99,61,False,1708560
men,Hoodies,Sweat à capuche homme style rétro,35.69,54.99,531,False,1558320
men,Shirts,Chemise à capuche plaine ethnique vintage en coton,35.99,60.99,3360,False,1537093
men,T-Shirts,T-shirts 100% coton à motif d'avion,9.99,29.99,167,False,1685065
men,T-Shirts,T-shirts à rayures verticales,14.99,29.99,100,False,1700369
men,Shirts,Chemise imprimée Fun Graffiti Halloween,19.99,37.72,25,True,1715383
men,Shirts,Colorful Chemises à rayures,19.99,39.99,55,False,1705350
men,Boxers,Boxer Sexy Décontracté en Maille avec Trou et Pochette Séparée,10.99,22.9,1211,False,1166947
men,T-Shirts,T-shirt graphique imprimé en coton,27.29,43.99,361,False,1656378
men,Shirts,Chemise en coton à rayures verticales respirantes,18.89,29.99,390,False,1657475
men,Pyjama,Pyjama rayé en fausse soie,25.99,49.03,114,False,1688642
men,Shorts,Short 100% coton avec cordon de serrage,19.99,37.99,121,False,1679652
men,Suits,Colorful Stripe Two Pieces,25.99,51.99,26,False,1701807
men,T-Shirts,T-shirts décontractés à imprimé slogan,25.29,37.71,173,False,1657336
men,Shorts,Short ample 100% coton à patchwork,17.99,33.99,109,False,1689003
men,Shirts,Chemises à manches courtes imprimées tropicales,23.09,33.94,786,False,1646781
men,Shirts,Chemises de couleur unie respirantes en coton,19.99,39.98,84,False,1704049
men,Shirts,Chemises décontractées en velours côtelé design,19.99,39.99,56,False,1712280
men,T-Shirts,T-shirt imprimé en coton,11.99,22.62,201,False,1685205
men,Sweaters,Chandail à col haut de couleur unie pour hommes,28.59,49.99,986,False,1574968
men,Shirts,Chemises à motif floral élégantes pour hommes,27.49,38.99,606,False,1533682
men,Suits,Ensembles de lumières à imprimé banane,27.99,65.98,31,False,1704796
men,Shirts,Chemises à manches longues de couleur unie,17.99,35.99,46,False,1704053
men,Suits,Costumes imprimés de dessin animé drôle de l'espace,32.99,65.99,52,False,1696431
men,Shirts,Chemise à manches 3/4 en lin et coton uni ,28.34,42.99,417,False,1417874
men,Shirts,Chemises à fleurs sexy couleur unie pure,27.49,37.99,48,False,1634277
men,Boxers & Slips de bain,Slip de bain sexy rembourré,22.39,32.99,3,False,1634336
men,Shirts,Chemises respirantes en coton imprimé végétal,21.99,43.98,3,False,1703495
men,Sweaters,Pull décontracté en tricot maigre pour hommes ,30.44,52.99,84,False,1367341
men,T-Shirts,T-shirt à capuche à manches raglan,29.99,59.98,11,False,1699759
men,Shirts,Chemises transparentes sexy de couleur unie,27.49,37.99,51,False,1637384
men,Shirts,Chemises rétro à fleurs vintage,21.99,43.99,12,False,1698646
men,T-Shirts,Starry Sky T-shirts imprimés à col rond,19.99,39.98,10,False,1705238
men,T-Shirts,T-shirts à manches courtes avec slogan,16.49,22.62,93,False,1663142
men,Overcoats,Manteau en fausse fourrure pour homme,91.99,161.99,128,False,1370407
men,Boxers,Boxer sport respirant en mesh,10.07,16.96,37,False,1660400
men,Overcoats,Cardigan en fourrure unie pour hommes,37.99,59.99,42,False,1546479
men,Shirts,Plus Chemises hawaïennes de taille,42.89,60.99,45,False,1281692
men,T-Shirts,T-shirts en coton à motif spatial,17.99,35.98,11,False,1698326
men,T-Shirts,T-shirts à col rond imprimés pour chiens de dessin animé,17.99,35.98,1,False,1705242
men,T-Shirts,T-shirts respirants en lin de couleur unie,19.99,39.98,4,False,1701429
men,Boxers,Caleçon boxeur en coton rembourré,20.55,35.83,46,False,1611187
men,Sweatshirts,Pulls molletonnés en patchwork chaud,26.24,41.18,31,False,1611780
men,Shirts,Chemises de travail en coton respirant,47.29,71.99,58,False,1298392
men,Shirts,T-shirts en coton à étoiles,34.09,50.99,149,False,1237136
men,Shirts,Chemise de pulvérisation de tournesol de vacances,24.14,39.99,103,False,1667082
men,Shirts,Bluff - Chemises de poche poitrine à imprimé visage de bébé,19.99,37.71,37,False,1667469
men,T-Shirts,T-shirt 100% coton à imprimé mécanique,17.99,33.94,16,False,1672849
men,Shirts,Chemises à manches courtes imprimées de graffitis géométriques,21.99,45.99,53,False,1675848
men,T-Shirts,T-shirt ample imprimé soleil des fêtes et cocotier,19.99,39.99,15,False,1693974
men,Shirts,Chemises à imprimé graffiti,21.99,43.99,14,False,1696286
men,T-Shirts,T-shirts décontractés sexy à col en V profond,27.29,40.99,141,False,1294074
men,Shirts,Chemise à manches longues en spandex à rayures pour hommes Bronzage Zebra,38.99,60.99,129,False,1335772
men,Overcoats,Gilet chaud épaissi d'hiver en fausse fourrure,58.79,93.99,138,False,1381734
men,Shirts,Chemise à manches longues imprimée Colorblock pour hommes,28.34,41.99,32,False,1532540
men,Shirts,Chemises à manches courtes à imprimé rose classique,28.59,41.49,35,False,1667473
men,Shirts,Chemises à col à revers imprimé voiture,23.99,47.98,2,False,1703496
men,T-Shirts,T-shirt à manches courtes pour homme,28.34,41.99,69,False,1442265
men,T-Shirts,T-shirt personnalisé Space Cat Printing  ,26.24,41.99,123,False,1199153
men,Shirts,Chemise de vacances décontractée à revers imprimé Little Daisy ,18.89,33.94,126,False,1669364
men,T-Shirts,T-shirts de vacances à imprimé cocotiers,30.79,45.26,28,False,1655911
men,Shirts,Chemises imprimées de feuilles de plantes tropicales,21.99,43.98,4,False,1704501
men,Shirts,Chemises à imprimé de plage Plant & Leaf,23.99,47.99,3,False,1700794
men,T-Shirts,T-shirts à motif camouflage,17.99,35.99,6,False,1701123
men,T-Shirts,T-shirts amples à imprimé tigre 3D,17.99,35.99,5,False,1701530
men,T-Shirts,T-shirts décontractés imprimés de chat de bande dessinée,16.19,35.98,2,False,1705245
men,Shirts,Chemise à manches longues homme,31.89,43.99,95,False,1294039
